ApplicationDocsID	ApplicationDocsTypeID	ApplNo	SubmissionType	SubmissionNo	ApplicationDocsTitle	ApplicationDocsURL	ApplicationDocsDate
8373	1	065026	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/65026ltr.pdf	2003-04-10 00:00:00
8374	1	065028	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/65028ltr.pdf	2001-03-14 00:00:00
8375	1	065033	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/65033ltr.pdf	2000-06-27 00:00:00
8376	1	065035	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/65035ltr.pdf	2000-01-24 00:00:00
8377	1	065036	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/65036ltr.pdf	2003-04-09 00:00:00
8378	1	065037	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/65037ltr.pdf	2003-04-09 00:00:00
8379	1	065042	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/65042ltr.pdf	2003-04-10 00:00:00
8380	1	065043	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/65043ltr.pdf	2002-02-15 00:00:00
8381	1	065056	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/65056ltr.pdf	2000-09-18 00:00:00
8382	1	065064	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/65064ltr.pdf	2002-03-15 00:00:00
8383	1	065066	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/65066ltr.pdf	2003-04-09 00:00:00
8384	1	065068	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/65068Ltr.pdf	2001-02-26 00:00:00
8385	1	065076	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/65076ltr.pdf	2002-03-19 00:00:00
8386	1	065087	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/65087ltr.pdf	2002-10-10 00:00:00
8387	1	065115	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/anda/2003/65115_Cefadroxil_Approv.pdf	2003-12-23 00:00:00
8388	1	065162	SUPPL     	21	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2009/065162s021ltr.pdf	2010-11-10 00:00:00
8389	1	065169	SUPPL     	22	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2014/065169Orig1s022ltr.pdf	2014-02-24 00:00:00
8390	1	065236	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/065236ltr.pdf	2005-12-15 00:00:00
8391	1	065259	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/065259s000LTR.pdf	2006-06-02 00:00:00
8392	1	065262	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/065262s000LTR.pdf	2006-07-13 00:00:00
8393	1	065264	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/065264s000LTR.pdf	2006-05-22 00:00:00
8394	1	065374	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/065374ltr.pdf	2007-08-14 00:00:00
8395	1	065380	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2010/065380s000ltr.pdf	2010-10-29 00:00:00
8396	1	065386	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2009/065386s000ltr.pdf	2009-09-22 00:00:00
8397	1	065396	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/065396s000ltr.pdf	2010-11-10 00:00:00
8398	1	065410	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/065410s000ltr.pdf	2008-08-01 00:00:00
8399	1	065413	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/065413s000ltr.pdf	2008-08-04 00:00:00
8400	1	065431	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/065431s000ltr.pdf	2008-11-28 00:00:00
8401	1	065446	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2009/065446s000ltr.pdf	2009-09-22 00:00:00
8402	1	065490	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/065490s000ltr.pdf	2012-04-11 00:00:00
8403	1	065510	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/065510s000ltr.pdf	2012-04-11 00:00:00
8404	1	071196	SUPPL     	63	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2013/071258Orig1s040,071196Orig1s063ltr.pdf	2013-11-20 00:00:00
8405	1	071258	SUPPL     	40	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2013/071258Orig1s040,071196Orig1s063ltr.pdf	2013-11-20 00:00:00
8406	1	071297	SUPPL     	26	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/071297Orig1s026ltr.pdf	2014-07-24 00:00:00
8407	1	071881	SUPPL     	5	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2015/071881Orig1s005ltr.pdf	2015-10-16 00:00:00
8408	1	073193	SUPPL     	33	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/073193Orig1s033ltr.pdf	2015-08-27 00:00:00
8409	1	073210	SUPPL     	29	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/073210Orig1s029ltr.pdf	2015-08-27 00:00:00
8410	1	074253	SUPPL     	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/74253S1&2ltr.pdf	2003-04-09 00:00:00
8411	1	074278	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/74278ltr.pdf	2000-03-31 00:00:00
8412	1	074415	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/74415ltr.pdf	1998-06-08 00:00:00
8413	1	074432	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1999/74432ltr.pdf	1999-07-29 00:00:00
8414	1	074446	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/74446ltr.pdf	2000-05-18 00:00:00
8415	1	074464	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/74464ltr.pdf	1998-05-28 00:00:00
8416	1	074504	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/74504TA.pdf	2004-06-18 00:00:00
8417	1	074507	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1999/74507ltr.pdf	1999-03-15 00:00:00
8418	1	074513	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/75513ltr.pdf	2000-05-09 00:00:00
8419	1	074530	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/74530ltr.pdf	2000-04-21 00:00:00
8420	1	074539	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/74539ltr.pdf	2004-06-18 00:00:00
8421	1	074539	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/74539ta3.pdf	2003-05-02 00:00:00
8422	1	074542	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/75542ltr.pdf	2000-05-10 00:00:00
8423	1	074552	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/74552ltr.pdf	1998-07-30 00:00:00
8424	1	074555	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/74555LTR.PDF	1998-09-30 00:00:00
8425	1	074567	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/74567ltr.pdf	2001-04-17 00:00:00
8426	1	074653	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/74653ltr.pdf	1998-07-29 00:00:00
8427	1	074657	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1999/74657ta.pdf	2004-06-18 00:00:00
8428	1	074657	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/74657ltr.pdf	2000-04-28 00:00:00
8429	1	074664	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/75664ap.pdf	2004-05-26 00:00:00
8430	1	074681	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/74681ltr.pdf	2004-07-30 00:00:00
8431	1	074688	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1999/74688ltr.pdf	1999-08-25 00:00:00
8432	1	074699	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/74699ltr.pdf	2000-03-24 00:00:00
8433	1	074703	SUPPL     	9	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/074703s009ltr.pdf	2011-05-17 00:00:00
8434	1	074713	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/74713ltr.pdf	1999-11-14 00:00:00
8435	1	074719	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/74719ta.pdf	2004-06-14 00:00:00
8436	1	074723	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1999/74723ltr.pdf	1999-03-30 00:00:00
8437	1	074726	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/74726ltr.pdf	1998-11-20 00:00:00
8438	1	074732	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/74732ta3.pdf	2004-06-18 00:00:00
8439	1	074737	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/74737ltr.pdf	1998-10-28 00:00:00
8440	1	074739	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/74739ltr.pdf	1998-11-30 00:00:00
8441	1	074751	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/74751ltr.pdf	1998-09-30 00:00:00
8442	1	074759	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/74759ltr.pdf	1998-09-02 00:00:00
8443	1	074769	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/74769ltr.pdf	1998-07-02 00:00:00
8444	1	074782	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/74782ltr.pdf	1998-07-06 00:00:00
8445	1	074792	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/74792ltr.pdf	1998-06-26 00:00:00
8446	1	074803	SUPPL     	4	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/74803s4ltr.pdf	2003-04-09 00:00:00
8447	1	074803	SUPPL     	6	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/74803s4ltr.pdf	2003-04-09 00:00:00
8448	1	074803	SUPPL     	7	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/74803s4ltr.pdf	2003-04-09 00:00:00
8449	1	074803	SUPPL     	9	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/74803s4ltr.pdf	2003-04-09 00:00:00
8450	1	074805	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/74805ltr.pdf	2003-04-09 00:00:00
8451	1	074812	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/74812ta.pdf	2004-06-14 00:00:00
8452	1	074814	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/74814ltr.pdf	2000-05-16 00:00:00
8453	1	074830	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1999/74830ltr.pdf	1999-01-25 00:00:00
8454	1	074843	SUPPL     	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/74843S1,2,3,5ltr.pdf	2001-02-15 00:00:00
8455	1	074845	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1999/74845ltr.pdf	1999-09-15 00:00:00
8456	1	074847	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1999/74847ltr.pdf	1999-04-23 00:00:00
8457	1	074848	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/074848ltr.pdf	2005-04-28 00:00:00
8458	1	074862	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/74862ltr.pdf	1998-07-07 00:00:00
8459	1	074865	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/anda/98/74865ap_appltr_prntlbl.pdf	1998-04-13 00:00:00
8460	1	074873	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/74873ltr.pdf	1998-06-19 00:00:00
8461	1	074904	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/74904ltr.pdf	1998-07-14 00:00:00
8462	1	074912	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/anda/98/74912ap_appltr_prntlbl_chemr.pdf	1998-04-30 00:00:00
8463	1	074916	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/74916ta.pdf	1998-01-09 00:00:00
8464	1	074928	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/anda/98/74928ap_appltr_prntlbl_chemr.pdf	1998-03-19 00:00:00
8465	1	074929	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/anda/98/74929ap_appltr_prntlbl_chemr.pdf	1998-01-30 00:00:00
8466	1	074930	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/74930ltr.pdf	1998-05-13 00:00:00
8467	1	074931	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/74931ltr.pdf	1998-07-20 00:00:00
8468	1	074936	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/anda/98/74936ap_appltr_prntlbl_chemr.pdf	1998-02-24 00:00:00
8469	1	074937	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/74937ltr.pdf	1998-12-22 00:00:00
8470	1	074943	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/74943ltr.pdf	1998-08-06 00:00:00
8471	1	074945	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/74945ltr.pdf	1998-07-28 00:00:00
8472	1	074947	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/74947ltr.pdf	1998-04-30 00:00:00
8473	1	074948	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/74948ltr.pdf	1998-06-19 00:00:00
8474	1	074951	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/74951ltr.pdf	1998-08-31 00:00:00
8475	1	074956	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/74956ltr.pdf	1998-09-30 00:00:00
8476	1	074966	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/74966let.pdf	1998-04-16 00:00:00
8477	1	074971	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1999/74971ltr.pdf	1999-06-15 00:00:00
8478	1	074972	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/74972ltr.pdf	1998-06-19 00:00:00
8479	1	074973	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/74973ltr.pdf	2000-01-24 00:00:00
8480	1	074978	SUPPL     	30	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2010/074978Orig1s030ltr.pdf	2014-11-13 00:00:00
8481	1	074988	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1999/74988ltr.pdf	1999-04-30 00:00:00
8482	1	074989	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/74989ltr.pdf	1998-09-30 00:00:00
8483	1	074993	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1999/74993ltr.pdf	1997-01-27 00:00:00
8484	1	075004	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/75004ltr.pdf	2000-02-16 00:00:00
8485	1	075008	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1999/75008ltr.pdf	1999-06-30 00:00:00
8486	1	075009	SUPPL     	2	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1999/75009s002s003s004s005s006ltr.pdf	1999-12-28 00:00:00
8487	1	075009	SUPPL     	5	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1999/75009s002s003s004s005s006ltr.pdf	1999-12-28 00:00:00
8488	1	075010	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1999/75010ltr.pdf	1999-03-01 00:00:00
8489	1	075012	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/75012ltr.pdf	1998-09-30 00:00:00
8490	1	075014	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/75014ltr.pdf	2000-03-28 00:00:00
8491	1	075020	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/75020ltr.pdf	1998-07-30 00:00:00
8492	1	075025	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/75025ltr.pdf	1998-07-23 00:00:00
8493	1	075036	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/75036ta.pdf	2004-06-01 00:00:00
8494	1	075036	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/75036ltr.pdf	2000-11-07 00:00:00
8495	1	075040	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1999/75040ta.pdf	2004-06-14 00:00:00
8496	1	075041	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/75041ltr.pdf	1998-09-22 00:00:00
8497	1	075045	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/75045ltr.pdf	1998-08-12 00:00:00
8498	1	075046	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/75046ltr.pdf	1998-08-12 00:00:00
8499	1	075047	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1999/75047ltr.pdf	1999-12-30 00:00:00
8500	1	075048	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1999/75048ta.pdf	2004-06-24 00:00:00
8501	1	075048	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/75048ltr.pdf	2000-08-22 00:00:00
8502	1	075049	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/anda/2001/75049_FLUOXETINE_Approv.pdf	2004-06-04 00:00:00
8503	1	075049	SUPPL     	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/75049s2ltr.pdf	2004-06-04 00:00:00
8504	1	075049	SUPPL     	2	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/75049s2ltr.pdf	2003-04-09 00:00:00
8505	1	075049	SUPPL     	4	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/75049s2ltr.pdf	2003-04-09 00:00:00
8506	1	075049	SUPPL     	5	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/75049s2ltr.pdf	2003-04-09 00:00:00
8507	1	075049	SUPPL     	7	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/75049s2ltr.pdf	2003-04-09 00:00:00
8508	1	075049	SUPPL     	10	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/75049s2ltr.pdf	2003-04-09 00:00:00
8509	1	075051	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/75051ltr.pdf	2001-01-26 00:00:00
8510	1	075057	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/75057ltr.pdf	1998-08-12 00:00:00
8511	1	075058	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/75058ltr.pdf	2001-04-27 00:00:00
8512	1	075060	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/75060ltr.pdf	1998-12-24 00:00:00
8513	1	075062	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/75062ltr.pdf	2001-04-16 00:00:00
8514	1	075065	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1999/75065ltr.pdf	1999-02-25 00:00:00
8515	1	075072	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1999/75072ltr.pdf	1999-05-25 00:00:00
8516	1	075086	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/75086_Diltiazem%20Hydrochloride_Approv.pdf	2004-06-02 00:00:00
8517	1	075088	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1999/75088ltr.pdf	1999-04-27 00:00:00
8518	1	075093	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1999/75093ltr.pdf	1999-08-10 00:00:00
8519	1	075099	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/75099APltr.PDF	2002-06-28 00:00:00
8520	1	075100	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/75100ltr.pdf	1998-12-10 00:00:00
8521	1	075103	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/75103ltr.pdf	2000-09-29 00:00:00
8522	1	075106	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1999/75106ltr.pdf	1999-04-29 00:00:00
8523	1	075107	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/75107ltr.pdf	1998-09-04 00:00:00
8524	1	075108	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1999/75108ltr.pdf	1999-12-17 00:00:00
8525	1	075111	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1999/75111ltr.pdf	1999-04-23 00:00:00
8526	1	075119	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/75119ta.pdf	2004-06-24 00:00:00
8527	1	075119	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/75119ltr.pdf	2003-04-09 00:00:00
8528	1	075124	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/anda/98/75124ap_appltr_prntlbl_chemr.pdf	1998-03-18 00:00:00
8529	1	075126	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1999/75126ltr.pdf	1999-09-16 00:00:00
8530	1	075128	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/75128ltr.pdf	2000-03-10 00:00:00
8531	1	075133	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/75133ltr.pdf	1998-08-03 00:00:00
8532	1	075135	SUPPL     	2	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1999/75135s002ltr.pdf	1999-12-02 00:00:00
8533	1	075135	SUPPL     	4	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/75135s004ltr.pdf	2000-02-01 00:00:00
8534	1	075137	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/75137ltr.pdf	1998-12-18 00:00:00
8535	1	075138	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1999/75138ltr.pdf	1999-04-20 00:00:00
8536	1	075140	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/75140ta.pdf	2004-06-18 00:00:00
8537	1	075143	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/75143ltr.pdf	1998-10-16 00:00:00
8538	1	075149	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1999/75149ltr.pdf	1999-08-20 00:00:00
8539	1	075152	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/75152ltr.pdf	1998-11-27 00:00:00
8540	1	075153	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1999/75153ltr.pdf	1999-02-26 00:00:00
8541	1	075154	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/75154ta.pdf	2004-06-09 00:00:00
8542	1	075155	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/75155ltr.pdf	1998-10-30 00:00:00
8543	1	075155	SUPPL     	34	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2014/075155Orig1s034ltr.pdf	2014-10-24 00:00:00
8544	1	075160	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/75160ltr.pdf	1998-07-06 00:00:00
8545	1	075164	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1999/75164ltr.pdf	1999-10-21 00:00:00
8546	1	075165	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/75165ltr.pdf	1998-09-30 00:00:00
8547	1	075170	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/75170ltr.pdf	1998-09-28 00:00:00
8548	1	075174	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/75174ltr.pdf	1998-06-22 00:00:00
8549	1	075176	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/75176ltr.pdf	2000-02-09 00:00:00
8550	1	075178	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/75178ltr.pdf	2001-03-23 00:00:00
8551	1	075181	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/75181taf.pdf	2003-04-09 00:00:00
8552	1	075182	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/75182ltr.pdf	2000-02-24 00:00:00
8553	1	075182	SUPPL     	15	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/75182 s015s016_ltr.pdf	2006-07-21 00:00:00
8554	1	075184	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/anda/2002/75184_Paclitaxel_Approv.pdf	2004-06-14 00:00:00
8555	1	075185	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/75185ltr.pdf	1998-11-13 00:00:00
8556	1	075188	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/anda/99/75-188_Amiodarone%20Hydrochloride_Approv.pdf	1999-02-24 00:00:00
8557	1	075189	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/75189ta.pdf	2004-06-09 00:00:00
8558	1	075190	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/75190ltr.pdf	2003-04-09 00:00:00
