ApplNo	ApplType	ApplPublicNotes	SponsorName
071621	ANDA		PARKE DAVIS
071626	ANDA		WATSON LABS
071627	ANDA		WATSON LABS
071628	ANDA		WATSON LABS
071633	ANDA		CHARTWELL RX
071635	ANDA		WATSON LABS
071636	ANDA		ALVOGEN
071639	ANDA		VINTAGE PHARMS
071640	ANDA		WATSON LABS
071641	ANDA		WATSON LABS
071644	ANDA		VINTAGE PHARMS
071645	ANDA		HOSPIRA
071653	ANDA		SUN PHARM INDUSTRIES
071654	ANDA		SUN PHARM INDUSTRIES
071655	ANDA		TEVA PHARMS USA
071656	ANDA		MORTON GROVE
071658	ANDA		SANDOZ
071659	ANDA		SUPERPHARM
071660	ANDA		SUPERPHARM
071664	ANDA		PUREPAC PHARM
071665	ANDA		PACO
071666	ANDA		PLIVA
071667	ANDA		PLIVA
071668	ANDA		PLIVA
071671	ANDA		SMITH AND NEPHEW
071672	ANDA		SOLOPAK
071673	ANDA		DAVA PHARMS INC
071674	ANDA		DAVA PHARMS INC
071675	ANDA		DAVA PHARMS INC
071676	ANDA		DAVA PHARMS INC
071681	ANDA		SMITH AND NEPHEW
071682	ANDA		SMITH AND NEPHEW
071683	ANDA		SOLOPAK
071684	ANDA		VITARINE
071685	ANDA		DAVA PHARMS INC
071686	ANDA		DAVA PHARMS INC
071687	ANDA		SANDOZ
071688	ANDA		SANDOZ
071689	ANDA		SANDOZ
071696	ANDA		ACTAVIS ELIZABETH
071700	ANDA		CHARTWELL RX
071702	ANDA		QUANTUM PHARMICS
071708	ANDA		DURAMED PHARMS BARR
071709	ANDA		DURAMED PHARMS BARR
071710	ANDA		VITARINE
071713	ANDA		MYLAN
071714	ANDA		MYLAN
071715	ANDA		MYLAN
071717	ANDA		RISING
071722	ANDA		ROYCE LABS
071723	ANDA		ROYCE LABS
071724	ANDA		ROYCE LABS
071725	ANDA		ROYCE LABS
071726	ANDA		NEPHRON
071727	ANDA		GD SEARLE LLC
071728	ANDA		GD SEARLE LLC
071729	ANDA		GD SEARLE LLC
071730	ANDA		QUANTUM PHARMICS
071731	ANDA		QUANTUM PHARMICS
071735	ANDA		CONTRACT PHARMACAL
071737	ANDA		VITARINE
071738	ANDA		QUANTUM PHARMICS
071739	ANDA		PARKE DAVIS
071740	ANDA		QUAD PHARMS
071741	ANDA		QUAD PHARMS
071742	ANDA		DAVA PHARMS INC
071743	ANDA		DAVA PHARMS INC
071744	ANDA		DAVA PHARMS INC
071745	ANDA		TEVA PHARMS
071747	ANDA		AM THERAP
071748	ANDA		AM THERAP
071749	ANDA		AM THERAP
071750	ANDA		SMITH AND NEPHEW
071751	ANDA		HALSEY
071752	ANDA		HALSEY
071753	ANDA		HALSEY
071754	ANDA		SOLOPAK
071755	ANDA		SOLOPAK
071756	ANDA		SANDOZ
071763	ANDA		WATSON LABS
071764	ANDA		WATSON LABS
071765	ANDA		WATSON LABS
071766	ANDA		ACTAVIS TOTOWA
071767	ANDA		WARNER CHILCOTT
071768	ANDA		WARNER CHILCOTT
071769	ANDA		IVAX SUB TEVA PHARMS
071771	ANDA		WARNER CHILCOTT
071772	ANDA		WARNER CHILCOTT
071773	ANDA		PLIVA
071774	ANDA		WARNER CHILCOTT
071775	ANDA		WARNER CHILCOTT
071776	ANDA		WARNER CHILCOTT
071777	ANDA		ABLE
071778	ANDA		ABLE
071779	ANDA		ABLE
071780	ANDA		ABLE
071781	ANDA		ABLE
071782	ANDA		ABLE
071785	ANDA		CHARTWELL MOLECULES
071786	ANDA		MYLAN SPECIALITY LP
071787	ANDA		ALRA
071788	ANDA		ALRA
071789	ANDA		ALRA
071790	ANDA		PERRIGO NEW YORK
071791	ANDA		ANI PHARMS
071792	ANDA		WATSON LABS
071793	ANDA		GUARDIAN DRUG
071795	ANDA		WATSON LABS
071796	ANDA		ROYCE LABS
071798	ANDA		KV PHARM
071799	ANDA		ROYCE LABS
071803	ANDA		ANI PHARMS
071805	ANDA		DEY
071806	ANDA		DEY
071807	ANDA		SANDOZ
071808	ANDA		HALSEY
071809	ANDA		HALSEY
071810	ANDA		HOSPIRA
071811	ANDA		MARSAM PHARMS LLC
071812	ANDA		MARSAM PHARMS LLC
071813	ANDA		SANDOZ
071814	ANDA		SANDOZ
071815	ANDA		SHIONOGI
071816	ANDA		SHIONOGI
071819	ANDA		TEVA
071820	ANDA		TEVA
071821	ANDA		TEVA
071822	ANDA		TEVA
071826	ANDA		PAR PHARM
071828	ANDA		WARNER CHILCOTT
071829	ANDA		WARNER CHILCOTT
071830	ANDA		WARNER CHILCOTT
071839	ANDA		PAR PHARM
071841	ANDA		MORTON GROVE
071842	ANDA		MORTON GROVE
071846	ANDA		HOSPIRA
071847	ANDA		HOSPIRA
071848	ANDA		HOSPIRA
071849	ANDA		HOSPIRA
071850	ANDA		HOSPIRA
071851	ANDA		WATSON LABS
071852	ANDA		WATSON LABS
071853	ANDA		WATSON LABS
071854	ANDA		WATSON LABS
071855	ANDA		NEPHRON
071857	ANDA		MYLAN
071858	ANDA		AUROLIFE PHARMA LLC
071860	ANDA		WATSON LABS
071862	ANDA		FOSUN PHARMA
071863	ANDA		FOSUN PHARMA
071864	ANDA		USL PHARMA
071865	ANDA		USL PHARMA
071866	ANDA		USL PHARMA
071867	ANDA		USL PHARMA
071868	ANDA		HOSPIRA
071870	ANDA		MYLAN
071878	ANDA		WATSON LABS
071879	ANDA		WATSON LABS
071881	ANDA		HERITAGE PHARMS
071882	ANDA		COSETTE
071883	ANDA		TEVA PHARMS
071884	ANDA		AM THERAP
071885	ANDA		AM THERAP
071886	ANDA		AM THERAP
071887	ANDA		AM THERAP
071891	ANDA		WATSON LABS
071893	ANDA		WATSON LABS TEVA
071894	ANDA		WATSON LABS TEVA
071897	ANDA		PARKE DAVIS
071898	ANDA		PARKE DAVIS
071899	ANDA		PARKE DAVIS
071900	ANDA		PARKE DAVIS
071905	ANDA		WATSON LABS
071908	ANDA		QUAD PHARMS
071909	ANDA		CURIUM
071910	ANDA		CURIUM
071911	ANDA		WATSON LABS
071917	ANDA		PACO
071918	ANDA		WOCKHARDT BIO AG
071919	ANDA		WATSON LABS
071920	ANDA		WATSON LABS
071921	ANDA		WATSON LABS
071922	ANDA		WATSON LABS
071923	ANDA		WATSON LABS
071924	ANDA		PUREPAC PHARM
071925	ANDA		PUREPAC PHARM
071926	ANDA		PUREPAC PHARM
071927	ANDA		PUREPAC PHARM
071935	ANDA		AMNEAL PHARMS NY
071936	ANDA		WATSON LABS
071937	ANDA		QUAD PHARMS
071938	ANDA		RISING
071939	ANDA		PACO
071940	ANDA		JUBILANT CADISTA
071941	ANDA		QUAD PHARMS
071942	ANDA		QUAD PHARMS
071943	ANDA		WATSON LABS
071944	ANDA		WATSON LABS
071945	ANDA		WATSON LABS
071949	ANDA		QUAD PHARMS
071950	ANDA		QUAD PHARMS
071951	ANDA		QUAD PHARMS
071955	ANDA		AM THERAP
071956	ANDA		AM THERAP
071957	ANDA		AM THERAP
071961	ANDA		HOSPIRA
071962	ANDA		XANODYNE PHARM
071964	ANDA		PUREPAC PHARM
071965	ANDA		ALRA
071969	ANDA		WATSON LABS
071972	ANDA		IMPAX LABS INC
071976	ANDA		IMPAX LABS INC
071977	ANDA		ANI PHARMS
071980	ANDA		QUANTUM PHARMICS
071981	ANDA		HOSPIRA
071982	ANDA		HOSPIRA
071984	ANDA		MORTON GROVE
071985	ANDA		MORTON GROVE
071990	ANDA		HOSPIRA
071994	ANDA		IVAX SUB TEVA PHARMS
071995	ANDA		TEVA PHARMS
071999	ANDA		MYLAN
072001	ANDA		USL PHARMA
072002	ANDA		USL PHARMA
072003	ANDA		USL PHARMA
072004	ANDA		VINTAGE PHARMS
072011	ANDA		SANDOZ
072013	ANDA		LEDERLE
072014	ANDA		LEDERLE
072015	ANDA		LEDERLE
072018	ANDA		ASTRAZENECA
072019	ANDA		IGI LABS INC
072020	ANDA		IGI LABS INC
072021	ANDA		IGI LABS INC
072022	ANDA		AM THERAP
072023	ANDA		MURO
072024	ANDA		STRIDES PHARMA
072025	ANDA		STRIDES PHARMA
072026	ANDA		ASTRAZENECA
072027	ANDA		ASTRAZENECA
072028	ANDA		ASTRAZENECA
072029	ANDA		PACO
072034	ANDA		AM REGENT
072035	ANDA		BRISTOL MYERS
072036	ANDA		BRISTOL MYERS
072038	ANDA		ROXANE
072040	ANDA		IVAX SUB TEVA PHARMS
072041	ANDA		TARO
072043	ANDA		ANI PHARMS
072045	ANDA		HIKMA
072050	ANDA		SUN PHARM INDUSTRIES
072051	ANDA		SUN PHARM INDUSTRIES
072052	ANDA		HERITAGE PHARMA
072053	ANDA		HERITAGE PHARMA
072054	ANDA		AM THERAP
072055	ANDA		AM THERAP
072058	ANDA		ELKINS SINN
072059	ANDA		ELKINS SINN
072060	ANDA		ELKINS SINN
072061	ANDA		WATSON LABS
072062	ANDA		WATSON LABS
072063	ANDA		IVAX SUB TEVA PHARMS
072064	ANDA		SANDOZ
072065	ANDA		SANDOZ
072066	ANDA		IVAX SUB TEVA PHARMS
072067	ANDA		IVAX SUB TEVA PHARMS
072068	ANDA		IVAX SUB TEVA PHARMS
072069	ANDA		IVAX SUB TEVA PHARMS
072070	ANDA		IGI LABS INC
072071	ANDA		IGI LABS INC
072072	ANDA		IGI LABS INC
072073	ANDA		IGI LABS INC
072074	ANDA		IGI LABS INC
072075	ANDA		IGI LABS INC
072076	ANDA		INTL MEDICATION
072077	ANDA		PAR PHARM
072078	ANDA		PAR PHARM
072079	ANDA		HOSPIRA
072080	ANDA		HOSPIRA
072081	ANDA		ASTRAZENECA
072082	ANDA		IGI LABS INC
072083	ANDA		IGI LABS INC
072084	ANDA		IGI LABS INC
072085	ANDA		IGI LABS INC
072086	ANDA		IGI LABS INC
072087	ANDA		IGI LABS INC
072088	ANDA		IGI LABS INC
072089	ANDA		IGI LABS INC
072090	ANDA		IGI LABS INC
072091	ANDA		IGI LABS INC
072092	ANDA		IGI LABS INC
072093	ANDA		IGI LABS INC
072095	ANDA		PERRIGO
072096	ANDA		PERRIGO
072097	ANDA		PERRIGO
072098	ANDA		PERRIGO
072099	ANDA		SANDOZ
072100	ANDA		SANDOZ
072101	ANDA		SANDOZ
072102	ANDA		SANDOZ
072103	ANDA		SANDOZ
072104	ANDA		SANDOZ
072105	ANDA		HALSEY
072106	ANDA		HALSEY
072109	ANDA		PUREPAC PHARM
072110	ANDA		PUREPAC PHARM
072112	ANDA		RISING
072113	ANDA		WATSON LABS
072115	ANDA		INTL MEDICATION
072117	ANDA		LEDERLE
072118	ANDA		LEDERLE
072119	ANDA		LEDERLE
072120	ANDA		LEDERLE
072121	ANDA		ROYCE LABS
072122	ANDA		ROYCE LABS
072123	ANDA		AM REGENT
072124	ANDA		PLIVA
072125	ANDA		PLIVA
072126	ANDA		PLIVA
072127	ANDA		PLIVA
072128	ANDA		PLIVA
072129	ANDA		AM THERAP
072130	ANDA		AM THERAP
072131	ANDA		AM THERAP
072134	ANDA		WATSON LABS
072135	ANDA		WATSON LABS
072137	ANDA		HALSEY
072138	ANDA		WARNER CHILCOTT
072139	ANDA		WARNER CHILCOTT
072140	ANDA		WARNER CHILCOTT
072151	ANDA		CHARTWELL RX
072153	ANDA		QUANTUM PHARMICS
072155	ANDA		BEDFORD
072162	ANDA		HERITAGE PHARMA
072163	ANDA		HERITAGE PHARMA
072164	ANDA		WATSON LABS
072165	ANDA		WATSON LABS
072168	ANDA		HOSPIRA
072169	ANDA		SANDOZ
072190	ANDA		WOCKHARDT
072191	ANDA		SANDOZ
072192	ANDA		OXFORD PHARMS
072193	ANDA		OXFORD PHARMS
072194	ANDA		QUANTUM PHARMICS
072195	ANDA		MYLAN
072196	ANDA		GRANATA BIO
072197	ANDA		SANDOZ
072198	ANDA		SANDOZ
072199	ANDA		AMNEAL PHARMS NY
072200	ANDA		AM THERAP
072204	ANDA		WATSON LABS
072205	ANDA		WATSON LABS
072206	ANDA		WATSON LABS
072208	ANDA		QUAD PHARMS
072209	ANDA		QUAD PHARMS
072210	ANDA		IGI LABS INC
072211	ANDA		IGI LABS INC
072212	ANDA		IGI LABS INC
072213	ANDA		IGI LABS INC
072214	ANDA		QUANTUM PHARMICS
072215	ANDA		YAOPHARMA CO LTD
072218	ANDA		COSETTE
072219	ANDA		AUROLIFE PHARMA LLC
072220	ANDA		AUROLIFE PHARMA LLC
072224	ANDA		QUAD PHARMS
072233	ANDA		MARSAM PHARMS LLC
072234	ANDA		IVAX SUB TEVA PHARMS
072235	ANDA		IVAX SUB TEVA PHARMS
072237	ANDA		COSETTE
072244	ANDA		BEDFORD
072247	ANDA		BEDFORD
072249	ANDA		VINTAGE PHARMS
072253	ANDA		ACTAVIS ELIZABETH
072255	ANDA		J AND J
072262	ANDA		FOSUN PHARMA
072263	ANDA		FOSUN PHARMA
072264	ANDA		EPIC PHARMA LLC
072265	ANDA		EPIC PHARMA LLC
072266	ANDA		EPIC PHARMA LLC
072267	ANDA		XSPIRE PHARMA
072269	ANDA		WATSON LABS
072270	ANDA		WATSON LABS
072271	ANDA		WATSON LABS
072272	ANDA		HOSPIRA
072273	ANDA		ARMSTRONG PHARMS
072274	ANDA		ANI PHARMS
072275	ANDA		MYLAN
072276	ANDA		TARO
072277	ANDA		STRIDES PHARMA
072278	ANDA		STRIDES PHARMA
072285	ANDA		RISING
072289	ANDA		ALPHARMA US PHARMS
072292	ANDA		J AND J
072293	ANDA		WATSON LABS
072294	ANDA		WATSON LABS
072295	ANDA		J AND J
072296	ANDA		QUANTUM PHARMICS
072299	ANDA		CONTRACT PHARMACAL
072300	ANDA		CONTRACT PHARMACAL
072302	ANDA		ALVOGEN
072304	ANDA		ALVOGEN
072307	ANDA		AM THERAP
072308	ANDA		AM THERAP
072309	ANDA		AM THERAP
072316	ANDA		PLIVA
072317	ANDA		PLIVA
072319	ANDA		GOLDLINE
072320	ANDA		HOSPIRA
072321	ANDA		HOSPIRA
072323	ANDA		ROXANE
072324	ANDA		ROXANE
072326	ANDA		DAVA PHARMS INC
072330	ANDA		PUREPAC PHARM
072331	ANDA		PUREPAC PHARM
072332	ANDA		PUREPAC PHARM
072333	ANDA		WATSON LABS
072335	ANDA		LUITPOLD
072344	ANDA		COSETTE
072352	ANDA		WATSON LABS
072353	ANDA		WATSON LABS
072354	ANDA		GALDERMA LABS LP
072355	ANDA		HALSEY
072356	ANDA		HALSEY
072357	ANDA		HALSEY
072362	ANDA		USL PHARMA
072368	ANDA		HERITAGE PHARMA
072369	ANDA		HERITAGE PHARMA
072370	ANDA		WATSON LABS INC
072371	ANDA		MARSAM PHARMS LLC
072372	ANDA		SOLVAY
072374	ANDA		SOLVAY
072375	ANDA		QUANTUM PHARMICS
072376	ANDA		QUANTUM PHARMICS
072383	ANDA		BEDFORD
072384	ANDA		QUANTUM PHARMICS
072386	ANDA		PUREPAC PHARM
072387	ANDA		PUREPAC PHARM
072394	ANDA		RISING
072395	ANDA		RISING
072396	ANDA		RISING
072397	ANDA		WATSON LABS INC
072398	ANDA		ALPHARMA US PHARMS
072399	ANDA		NASKA
072402	ANDA		MARTEC USA LLC
072407	ANDA		WATSON LABS TEVA
072408	ANDA		MARTEC USA LLC
072409	ANDA		CHASE LABS NJ
072410	ANDA		INWOOD LABS
072416	ANDA		AKORN
072417	ANDA		MARTEC USA LLC
072418	ANDA		WATSON PHARMS TEVA
072419	ANDA		WATSON PHARMS TEVA
072420	ANDA		WATSON PHARMS TEVA
072421	ANDA		WATSON PHARMS TEVA
072422	ANDA		STRIDES PHARMA
072423	ANDA		STRIDES PHARMA
072427	ANDA		SAVAGE LABS
072429	ANDA		PAR PHARM
072431	ANDA		QUANTUM PHARMICS
072432	ANDA		QUANTUM PHARMICS
072433	ANDA		QUANTUM PHARMICS
072436	ANDA		SANDOZ
072437	ANDA		PAR PHARM
072438	ANDA		PAR PHARM
072449	ANDA		AM THERAP
072450	ANDA		AM THERAP
072466	ANDA		QUANTUM PHARMICS
072467	ANDA		QUANTUM PHARMICS
072468	ANDA		QUANTUM PHARMICS
072472	ANDA		WARNER CHILCOTT
072483	ANDA		FOSUN PHARMA
072484	ANDA		RISING
072485	ANDA		WATSON LABS
072488	ANDA		TEVA
072489	ANDA		AM REGENT
072490	ANDA		TEVA
072494	ANDA		TARO PHARM INDS LTD
072499	ANDA		INWOOD LABS
072500	ANDA		INWOOD LABS
072501	ANDA		INWOOD LABS
072502	ANDA		INWOOD LABS
072507	ANDA		DAVA PHARMS INC
072508	ANDA		DAVA PHARMS INC
072509	ANDA		DAVA PHARMS INC
072510	ANDA		DAVA PHARMS INC
072511	ANDA		TEVA
072514	ANDA		AUROLIFE PHARMA LLC
072516	ANDA		MARSAM PHARMS LLC
072517	ANDA		MARSAM PHARMS LLC
072519	ANDA		HERITAGE PHARMA
072520	ANDA		HERITAGE PHARMA
072522	ANDA		TEVA PHARMS
072525	ANDA		BECTON DICKINSON
072526	ANDA		PERRIGO NEW YORK
072536	ANDA		PERRIGO NEW YORK
072537	ANDA		COSETTE
072538	ANDA		PADAGIS US
072539	ANDA		WATSON LABS
072540	ANDA		WATSON LABS
072541	ANDA		WATSON LABS
072542	ANDA		USL PHARMA
072547	ANDA		AM REGENT
072550	ANDA		CHARTWELL RX
072551	ANDA		CHARTWELL RX
072552	ANDA		CHARTWELL RX
072555	ANDA		ANDA REPOSITORY
072556	ANDA		ACTAVIS ELIZABETH
072557	ANDA		IVAX SUB TEVA PHARMS
072573	ANDA		MYLAN
072574	ANDA		MYLAN
072575	ANDA		MYLAN
072577	ANDA		ANI PHARMS
072579	ANDA		ACTAVIS ELIZABETH
072600	ANDA		TEVA
072602	ANDA		WATSON LABS
072609	ANDA		WATSON LABS
072619	ANDA		TEVA
072620	ANDA		TEVA
072621	ANDA		ROXANE
072622	ANDA		ROXANE
072629	ANDA		WATSON LABS
072630	ANDA		WATSON LABS
072637	ANDA		SUN PHARM INDUSTRIES
072639	ANDA		CLONMEL
072640	ANDA		TARO
072641	ANDA		TARO
072646	ANDA		LANNETT CO INC
072648	ANDA		TEVA
072649	ANDA		TEVA
072650	ANDA		TEVA
072651	ANDA		TEVA
072652	ANDA		MYLAN SPECLT
072655	ANDA		G AND W LABS INC
072668	ANDA		MYLAN
072687	ANDA		NOVARTIS
072691	ANDA		WATSON LABS
072692	ANDA		BARR
072693	ANDA		BARR
072694	ANDA		BARR
072695	ANDA		BARR
072696	ANDA		BARR
072697	ANDA		BARR
072705	ANDA		DAVA PHARMS INC
072706	ANDA		DAVA PHARMS INC
072707	ANDA		DAVA PHARMS INC
072709	ANDA		SUN PHARM INDUSTRIES
072710	ANDA		EPIC PHARMA
072711	ANDA		EPIC PHARMA
072712	ANDA		FOSUN PHARMA
072713	ANDA		FOSUN PHARMA
072720	ANDA		WATSON PHARMS TEVA
072721	ANDA		MAYNE PHARMA
072722	ANDA		WATSON LABS
072723	ANDA		WATSON LABS
072727	ANDA		LEDERLE
072728	ANDA		LEDERLE
072729	ANDA		LEDERLE
072730	ANDA		LEDERLE
072731	ANDA		LEDERLE
072732	ANDA		LEDERLE
072733	ANDA		HIKMA
072734	ANDA		HIKMA
072735	ANDA		HIKMA
072736	ANDA		HIKMA
072741	ANDA		MYLAN
072744	ANDA		PHARM ASSOC
072751	ANDA		PLIVA
072755	ANDA		HIKMA
072758	ANDA		KV PHARM
072759	ANDA		DR REDDYS
072760	ANDA		DR REDDYS
072761	ANDA		COSETTE
072764	ANDA		WATSON LABS
072765	ANDA		WATSON LABS
072768	ANDA		ROXANE
072769	ANDA		ROXANE
072779	ANDA		TEVA
072780	ANDA		TEVA
072781	ANDA		ACELLA
072782	ANDA		AM THERAP
072783	ANDA		AM THERAP
072784	ANDA		AM THERAP
072786	ANDA		HOSPIRA
072795	ANDA		WATSON LABS
072799	ANDA		WATSON LABS
072801	ANDA		TEVA
072809	ANDA		BARR
072817	ANDA		WARNER CHILCOTT
072818	ANDA		WARNER CHILCOTT
072824	ANDA		WATSON LABS
072825	ANDA		WATSON LABS
072838	ANDA		RISING
072848	ANDA		BARR
072854	ANDA		CHARTWELL RX
072857	ANDA		TARO
072860	ANDA		STRIDES PHARMA
072878	ANDA		CHARTWELL RX
072879	ANDA		CHARTWELL RX
072888	ANDA		BEDFORD
072894	ANDA		MYLAN
072901	ANDA		ANI PHARMS
072902	ANDA		SUN PHARM INDUSTRIES
072903	ANDA		ANI PHARMS
072917	ANDA		ANI PHARMS
072918	ANDA		ANI PHARMS
072919	ANDA		ANI PHARMS
072921	ANDA		PUREPAC PHARM
072922	ANDA		PLIVA
072923	ANDA		WATSON LABS
072924	ANDA		WATSON LABS
072926	ANDA		WATSON LABS
072927	ANDA		WATSON LABS
072928	ANDA		WATSON LABS
072929	ANDA		PUREPAC PHARM
072933	ANDA		FOUGERA PHARMS INC
072934	ANDA		FOUGERA PHARMS INC
072938	ANDA		TEVA
072939	ANDA		TEVA
072943	ANDA		CHARTWELL RX
072944	ANDA		CHARTWELL RX
072945	ANDA		HOSPIRA
072946	ANDA		WARNER CHILCOTT
072952	ANDA		WATSON LABS TEVA
072953	ANDA		WATSON LABS
072954	ANDA		WATSON LABS
072966	ANDA		COPLEY PHARM
072967	ANDA		COPLEY PHARM
072972	ANDA		ANI PHARMS
072973	ANDA		ANI PHARMS
072974	ANDA		TEVA PARENTERAL
072981	ANDA		WATSON LABS
072982	ANDA		WATSON LABS
072985	ANDA		WATSON LABS
072986	ANDA		WATSON LABS
072987	ANDA		WATSON LABS TEVA
072991	ANDA		PUREPAC PHARM
072992	ANDA		PUREPAC PHARM
072993	ANDA		YAOPHARMA CO LTD
072995	ANDA		ROXANE
072996	ANDA		WATSON LABS
072997	ANDA		WATSON LABS
072999	ANDA		TEVA PARENTERAL
073000	ANDA		TEVA PARENTERAL
073005	ANDA		TEVA
073006	ANDA		TEVA
073007	ANDA		HERITAGE PHARMA
073008	ANDA		HERITAGE PHARMA
073009	ANDA		HERITAGE PHARMA
073010	ANDA		HERITAGE PHARMA
073013	ANDA		WATSON LABS
073019	ANDA		MCNEIL
073026	ANDA		HLTHCARE
073030	ANDA		FOUGERA PHARMS INC
073034	ANDA		G AND W LABS INC
073037	ANDA		PHARM ASSOC
073038	ANDA		MYLAN
073039	ANDA		MYLAN
073043	ANDA		TEVA
073044	ANDA		TEVA
073045	ANDA		GENPHARM
073054	ANDA		PUREPAC PHARM
073055	ANDA		PUREPAC PHARM
073058	ANDA		ANI PHARMS
073062	ANDA		WATSON LABS
073079	ANDA		ALLIED
073080	ANDA		ROXANE
073085	ANDA		COSETTE
073092	ANDA		WATSON LABS
073093	ANDA		WATSON LABS
073095	ANDA		TEVA PHARMS
073098	ANDA		SANDOZ
073099	ANDA		PHARMACHEMIE
073101	ANDA		PHARMACHEMIE
073106	ANDA		ABLE
073107	ANDA		ABLE
073108	ANDA		ABLE
073115	ANDA		TEVA PHARMS
073117	ANDA		HOSPIRA
073118	ANDA		HOSPIRA
073120	ANDA		UCB INC
073121	ANDA		UCB INC
073122	ANDA		TEVA
073135	ANDA		TEVA PHARMS USA
073137	ANDA		SUN PHARM INDUSTRIES
073141	ANDA		TEVA
073143	ANDA		WATSON LABS
073144	ANDA		RISING
073160	ANDA		PACO
073165	ANDA		WATSON LABS
073168	ANDA		YAOPHARMA CO LTD
073178	ANDA		ANI PHARMS
073187	ANDA		ALPHARMA US PHARMS
073191	ANDA		CHARTWELL RX
073192	ANDA		TEVA
073193	ANDA		TARO PHARM INDS LTD
073199	ANDA		HOSPIRA
073209	ANDA		RISING
073210	ANDA		TARO PHARM INDS LTD
073229	ANDA		CATALENT
073243	ANDA		PERRIGO
073249	ANDA		TEVA PHARMS
073250	ANDA		LEADING PHARMA LLC
073254	ANDA		CONTRACT PHARMACAL
073261	ANDA		RADIUS PHARMS
073262	ANDA		EPIC PHARMA LLC
073263	ANDA		UPSHER SMITH LABS
073272	ANDA		IVAX SUB TEVA PHARMS
073281	ANDA		SANDOZ
073282	ANDA		ANI PHARMS
073283	ANDA		TEVA
073288	ANDA		YAOPHARMA CO LTD
073289	ANDA		YAOPHARMA CO LTD
073290	ANDA		TEVA
073303	ANDA		TEVA PHARMS USA
073306	ANDA		TEVA
073307	ANDA		COPLEY PHARM
073308	ANDA		ANI PHARMS
073310	ANDA		SUN PHARM INDUSTRIES
073311	ANDA		SUN PHARM INDUSTRIES
073314	ANDA		COSETTE
073315	ANDA		TEVA
073316	ANDA		TEVA
073317	ANDA		APOTHECON
073318	ANDA		APOTHECON
073334	ANDA		WATSON LABS
073340	ANDA		MURO
073343	ANDA		TEVA
073344	ANDA		TEVA
073345	ANDA		TEVA
073352	ANDA		WATSON LABS
073353	ANDA		WATSON LABS TEVA
073357	ANDA		CHARTWELL RX
073364	ANDA		LANNETT CO INC
073373	ANDA		WATSON LABS
073374	ANDA		WATSON LABS
073375	ANDA		WATSON LABS
073376	ANDA		WATSON LABS
073381	ANDA		WATSON LABS
073382	ANDA		WATSON LABS
073383	ANDA		WATSON LABS
073392	ANDA		ANI PHARMS
073393	ANDA		RISING
073396	ANDA		BANNER PHARMACAPS
073398	ANDA		SAVAGE LABS
073399	ANDA		GENUS
073403	ANDA		APOTHECON
073416	ANDA		BECTON DICKINSON
073419	ANDA		TEVA
073421	ANDA		CHASE LABS NJ
073428	ANDA		VINTAGE PHARMS
073433	ANDA		VINTAGE PHARMS
073440	ANDA		ALTANA
073443	ANDA		WATSON LABS
073444	ANDA		WATSON LABS
073445	ANDA		WATSON LABS
073447	ANDA		ARMOUR PHARM
073449	ANDA		WATSON LABS
073457	ANDA		MYLAN
073458	ANDA		PLD ACQUISITIONS LLC
073459	ANDA		SANDOZ
073462	ANDA		FOSUN PHARMA
073465	ANDA		TEVA PARENTERAL
073466	ANDA		MYLAN
073467	ANDA		ANI PHARMS
073475	ANDA		SUN PHARM INDUSTRIES
073476	ANDA		SUN PHARM INDUSTRIES
073478	ANDA		TEVA
073479	ANDA		HOSPIRA
073481	ANDA		TEVA
073484	ANDA		BIONPHARMA INC
073485	ANDA		MARSAM PHARMS LLC
073488	ANDA		WATSON LABS
073494	ANDA		HIKMA
073495	ANDA		COPLEY PHARM
073497	ANDA		TEVA PHARMS
073504	ANDA		TEVA PHARMS
073507	ANDA		P AND L
073508	ANDA		ACTAVIS PHARMA
073509	ANDA		HOSPIRA
073510	ANDA		HOSPIRA
073515	ANDA		TEVA
073516	ANDA		TEVA
073517	ANDA		TEVA
073519	ANDA		ANI PHARMS
073520	ANDA		WATSON LABS
073521	ANDA		WATSON LABS
073523	ANDA		WATSON LABS
073524	ANDA		TEVA
073527	ANDA		ANI PHARMS
073528	ANDA		ABLE
073529	ANDA		WATSON LABS
073531	ANDA		TEVA
073532	ANDA		TEVA
073533	ANDA		ACTAVIS MID ATLANTIC
073536	ANDA		SUN PHARM INDUSTRIES
073541	ANDA		ANDA REPOSITORY
073542	ANDA		STRIDES PHARMA
073543	ANDA		STRIDES PHARMA
073548	ANDA		TARO
073552	ANDA		TARO
073556	ANDA		MAYNE PHARMA
073562	ANDA		DASTECH INTL
073563	ANDA		DASTECH INTL
073568	ANDA		IVAX SUB TEVA PHARMS
073580	ANDA		IMPAX LABS INC
073582	ANDA		SUN PHARM INDUSTRIES
073585	ANDA		MCNEIL CONS
073586	ANDA		IDT AUSTRALIA LTD
073587	ANDA		ANI PHARMS
073588	ANDA		FOSUN PHARMA
073589	ANDA		MAYNE PHARMA
073590	ANDA		ROXANE
073591	ANDA		HIKMA
073592	ANDA		WATSON LABS
073594	ANDA		MAYNE PHARMA
073607	ANDA		MAYNE PHARMA
073609	ANDA		ANI PHARMS
073611	ANDA		CUMBERLAND SWAN
073617	ANDA		BAXTER HLTHCARE
073618	ANDA		MAYNE PHARMA
073630	ANDA		SANDOZ INC
